#,name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,variant,stat_tier,type_combo,is_dual_type,offensive_power,defensive_bulk,speed_tier
772,Type:,Null,Normal,534,95,95,95,95,95,59,,Strong (500-579),Null / Normal,True,76.3,85.3,Slow
772,Type:,Null,,534,95,95,95,95,95,59,,Strong (500-579),Null,False,76.3,85.3,Slow
773,Silvally,Normal,,570,95,95,95,95,95,95,,Strong (500-579),Normal,False,76.3,85.3,Average
774,Minior,Rock,Flying,500,60,100,60,100,60,120,Core Form,Average (400-499),Rock / Flying,True,82.69999999999999,31.6,Fast
774,Minior,Rock,Flying,440,60,60,100,60,100,60,Meteor Form,Average (400-499),Rock / Flying,True,29.2,73.0,Slow
775,Komala,Normal,,480,65,115,65,75,95,65,,Average (400-499),Normal,False,76.3,54.800000000000004,Slow
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,,Average (400-499),Fire / Dragon,True,61.6,83.6,Very Slow
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,,Average (400-499),Electric / Steel,True,39.2,41.9,Average
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,,Average (400-499),Ghost / Fairy,True,41.6,62.3,Average
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,,Average (400-499),Water / Psychic,True,67.0,44.800000000000004,Average
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,,Average (400-499),Normal / Dragon,True,79.80000000000001,69.19999999999999,Very Slow
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,,Strong (500-579),Ghost / Grass,True,89.7,73.0,Very Slow
782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,,Very Weak (<300),Dragon,False,16.6,19.7,Very Slow
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,,Average (400-499),Dragon / Fighting,True,41.6,48.699999999999996,Slow
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,,Very Strong (580-699),Dragon / Fighting,True,87.3,91.2,Average
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,,Strong (500-579),Electric / Fairy,True,87.3,57.099999999999994,Fast
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,,Strong (500-579),Psychic / Fairy,True,89.0,73.0,Average
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,,Strong (500-579),Grass / Fairy,True,89.0,83.6,Average
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,,Strong (500-579),Water / Fairy,True,63.3,93.5,Average
789,Cosmog,Psychic,,200,43,29,31,29,31,37,,Very Weak (<300),Psychic,False,2.0,2.8000000000000003,Very Slow
790,Cosmoem,Psychic,,400,43,29,131,29,131,37,,Weak (300-399),Psychic,False,2.0,91.2,Very Slow
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,,Very Strong (580-699),Psychic / Steel,True,95.6,96.39999999999999,Average
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,,Very Strong (580-699),Psychic / Ghost,True,95.6,96.39999999999999,Average
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,,Strong (500-579),Rock / Poison,True,70.3,86.1,Fast
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,,Strong (500-579),Bug / Fighting,True,77.9,89.0,Average
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,,Strong (500-579),Bug / Fighting,True,98.4,15.2,Very Fast
796,Xurkitree,Electric,,570,83,89,71,173,71,83,,Strong (500-579),Electric,False,97.1,54.800000000000004,Average
797,Cele Steela,Steel,Flying,570,97,101,103,107,101,61,,Strong (500-579),Steel / Flying,True,86.2,90.5,Slow
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,,Strong (500-579),Grass / Steel,True,94.1,53.400000000000006,Fast
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,,Strong (500-579),Dark / Dragon,True,81.2,95.5,Very Slow
800,Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,Dawn Wings,Very Strong (580-699),Psychic / Ghost,True,98.1,96.39999999999999,Average
800,Necrozma,Psychic,Steel,680,97,157,127,113,109,77,Dusk Mane,Very Strong (580-699),Psychic / Steel,True,98.1,96.39999999999999,Average
800,Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,Ultra,Legendary (700+),Psychic / Dragon,True,99.7,87.6,Fast
800,Necrozma,Psychic,,600,97,107,101,127,89,79,,Very Strong (580-699),Psychic,False,93.2,86.1,Average
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,,Very Strong (580-699),Steel / Fairy,True,91.60000000000001,92.5,Slow
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,,Very Strong (580-699),Fighting / Ghost,True,89.0,73.0,Fast
803,Poipole,Poison,,420,67,73,67,73,67,73,,Average (400-499),Poison,False,47.699999999999996,41.9,Average
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,,Strong (500-579),Poison / Dragon,True,82.69999999999999,50.9,Fast
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,,Strong (500-579),Rock / Steel,True,72.89999999999999,99.0,Very Slow
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,,Strong (500-579),Fire / Ghost,True,98.5,33.800000000000004,Fast
807,Zeraora,Electric,,600,88,112,75,102,80,143,,Very Strong (580-699),Electric,False,88.4,64.1,Very Fast
808,Meltan,Steel,,300,46,65,65,55,35,34,,Very Weak (<300),Steel,False,29.2,16.3,Very Slow
809,Melmetal,Steel,,600,135,143,143,80,65,34,,Very Strong (580-699),Steel,False,91.10000000000001,97.39999999999999,Very Slow
810,Grookey,Grass,,310,50,65,50,40,40,65,,Weak (300-399),Grass,False,19.400000000000002,13.3,Slow
811,Thwackey,Grass,,420,70,85,70,55,60,80,,Average (400-499),Grass,False,41.6,41.0,Average
812,Rillaboom,Grass,,530,100,125,90,60,70,85,,Strong (500-579),Grass,False,74.0,73.0,Average
813,Scorbunny,Fire,,310,50,71,40,40,40,69,,Weak (300-399),Fire,False,24.099999999999998,9.5,Slow
814,Raboot,Fire,,420,65,86,60,55,60,94,,Average (400-499),Fire,False,43.6,33.800000000000004,Average
815,Cinderace,Fire,,530,80,116,75,65,75,119,,Strong (500-579),Fire,False,72.0,57.099999999999994,Fast
816,Sobble,Water,,310,50,40,40,70,40,70,,Weak (300-399),Water,False,22.6,9.5,Slow
817,Drizzile,Water,,420,65,60,55,95,55,90,,Average (400-499),Water,False,53.300000000000004,29.4,Average
818,Inteleon,Water,,530,70,85,65,125,65,120,,Strong (500-579),Water,False,87.3,41.0,Fast
819,Skwovet,Normal,,275,70,55,55,35,35,25,,Very Weak (<300),Normal,False,10.8,21.8,Very Slow
820,Greedent,Normal,,460,120,95,95,55,75,20,,Average (400-499),Normal,False,50.3,87.0,Very Slow
821,Rookidee,Flying,,245,38,47,35,33,35,57,,Very Weak (<300),Flying,False,6.5,3.0,Slow
822,Corvisquire,Flying,,365,68,67,55,43,55,77,,Weak (300-399),Flying,False,22.6,30.599999999999998,Average
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,,Average (400-499),Flying / Steel,True,41.6,86.3,Slow
824,Blip,Bug,Bug,180,25,20,20,25,45,45,,Very Weak (<300),Bug / Bug,True,0.8999999999999999,0.8999999999999999,Very Slow
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,,Weak (300-399),Bug / Psychic,True,8.6,52.2,Very Slow
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,,Strong (500-579),Bug / Psychic,True,32.1,87.0,Average
827,Nickit,Dark,,245,40,28,28,47,52,50,,Very Weak (<300),Dark,False,5.2,6.1,Slow
828,Thievul,Dark,,455,70,58,58,87,92,90,,Average (400-499),Dark,False,46.0,52.2,Average
829,Gossifleur,Grass,,250,40,40,60,40,60,10,,Very Weak (<300),Grass,False,6.5,21.8,Very Slow
830,Eldegoss,Grass,,460,60,50,90,80,120,60,,Average (400-499),Grass,False,34.699999999999996,78.9,Slow
831,Wooloo,Normal,,270,42,40,55,40,45,48,,Very Weak (<300),Normal,False,6.5,13.8,Slow
832,Dubwool,Normal,,490,72,80,100,60,90,88,,Average (400-499),Normal,False,41.6,74.5,Average
833,Chewtle,Water,,284,50,64,50,38,38,44,,Very Weak (<300),Water,False,18.099999999999998,12.5,Very Slow
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,,Average (400-499),Water / Rock,True,58.099999999999994,65.8,Average
835,Yamper,Electric,,270,59,45,50,40,50,26,,Very Weak (<300),Electric,False,8.6,20.9,Very Slow
836,Boltund,Electric,,490,69,90,60,90,60,121,,Average (400-499),Electric,False,70.3,35.3,Fast
837,Rolycoly,Rock,,240,30,40,50,40,50,30,,Very Weak (<300),Rock,False,6.5,9.5,Very Slow
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,,Average (400-499),Rock / Fire,True,29.2,62.3,Slow
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,,Strong (500-579),Rock / Fire,True,56.3,94.5,Very Slow
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,,Very Weak (<300),Grass / Dragon,True,6.5,21.8,Very Slow
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,,Average (400-499),Grass / Dragon,True,85.2,46.1,Slow
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,,Average (400-499),Grass / Dragon,True,74.0,78.9,Very Slow
843,Silicobra,Ground,,315,52,57,75,35,50,46,,Weak (300-399),Ground,False,12.8,30.4,Slow
844,Sandaconda,Ground,,510,72,107,125,65,70,71,,Strong (500-579),Ground,False,65.3,77.3,Average
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,,Average (400-499),Flying / Water,True,63.3,52.2,Average
846,Arrokuda,Water,,280,41,63,40,40,30,66,,Very Weak (<300),Water,False,18.3,3.6999999999999997,Slow
847,Barraskewda,Water,,490,61,123,60,60,50,136,,Average (400-499),Water,False,72.5,27.900000000000002,Very Fast
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,,Very Weak (<300),Electric / Poison,True,12.8,3.4000000000000004,Very Slow
849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Amped Form,Strong (500-579),Electric / Poison,True,88.3,48.699999999999996,Average
849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Low Key Form,Strong (500-579),Electric / Poison,True,88.3,48.699999999999996,Average
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,,Weak (300-399),Fire / Bug,True,25.7,15.2,Very Slow
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,,Strong (500-579),Fire / Bug,True,85.2,70.39999999999999,Slow
852,Clobbopus,Fighting,,310,50,68,60,50,50,32,,Weak (300-399),Fighting,False,27.3,21.8,Very Slow
853,Grapploct,Fighting,,480,80,118,90,70,80,42,,Average (400-499),Fighting,False,75.1,67.5,Very Slow
854,Sinistea,Ghost,,308,40,45,45,74,54,50,,Weak (300-399),Ghost,False,27.500000000000004,12.7,Slow
855,Polteageist,Ghost,,508,60,65,65,134,114,70,,Strong (500-579),Ghost,False,81.5,60.8,Slow
856,Hatenna,Psychic,,265,42,30,45,56,53,39,,Very Weak (<300),Psychic,False,9.3,13.3,Very Slow
857,Hattrem,Psychic,,370,57,40,65,86,73,49,,Weak (300-399),Psychic,False,32.800000000000004,39.2,Slow
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,,Strong (500-579),Psychic / Fairy,True,92.10000000000001,70.39999999999999,Very Slow
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,,Very Weak (<300),Dark / Fairy,True,16.6,4.6,Slow
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,,Weak (300-399),Dark / Fairy,True,37.6,24.099999999999998,Slow
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,,Strong (500-579),Dark / Fairy,True,89.0,59.199999999999996,Slow
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,,Strong (500-579),Dark / Normal,True,50.3,81.8,Average
863,Perrserker,Steel,,440,70,110,100,50,60,50,,Average (400-499),Steel,False,56.3,57.099999999999994,Slow
864,Cursola,Ghost,,510,60,95,50,145,130,30,,Strong (500-579),Ghost,False,94.1,62.3,Very Slow
865,Sirfetch'd,Fighting,,507,62,135,95,68,82,65,,Strong (500-579),Fighting,False,84.39999999999999,60.8,Slow
866,Mr.Rime,Ice,Psychic,520,80,85,75,110,100,70,,Strong (500-579),Ice / Psychic,True,79.80000000000001,70.39999999999999,Slow
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,,Average (400-499),Ground / Ghost,True,46.0,91.9,Very Slow
868,Milcery,Fairy,,270,45,40,40,50,61,34,,Very Weak (<300),Fairy,False,10.8,16.3,Very Slow
869,Alcremie,Fairy,,495,65,60,75,110,121,64,,Average (400-499),Fairy,False,63.3,74.2,Slow
870,Falinks,Fighting,,470,65,100,100,70,60,75,,Average (400-499),Fighting,False,63.3,54.800000000000004,Average
871,Pincurchin,Electric,,435,48,101,95,91,85,15,,Average (400-499),Electric,False,77.9,55.900000000000006,Very Slow
872,SnomIce,Bug,,185,30,25,35,45,30,20,,Very Weak (<300),Bug,False,4.3,1.4000000000000001,Very Slow
873,FrosmothIce,Bug,,475,70,65,60,125,90,65,,Average (400-499),Bug,False,76.3,52.2,Slow
874,Stonjourner,Rock,,470,100,125,135,20,20,70,,Average (400-499),Rock,False,46.0,70.39999999999999,Slow
876,Indeedee,Psychic,Normal,475,70,55,65,95,105,85,Female ,Average (400-499),Psychic / Normal,True,50.3,62.3,Average
876,Indeedee,Psychic,Normal,475,60,65,55,105,95,95,Male ,Average (400-499),Psychic / Normal,True,63.3,46.1,Average
877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,Full Belly Mode,Average (400-499),Electric / Dark,True,59.5,28.499999999999996,Average
877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,Hangry Mode,Average (400-499),Electric / Dark,True,59.5,28.499999999999996,Average
878,Cufant,Steel,,330,72,80,49,40,49,40,,Weak (300-399),Steel,False,29.2,26.900000000000002,Very Slow
879,Copperajah,Steel,,500,122,130,69,80,69,30,,Average (400-499),Steel,False,87.3,73.0,Very Slow
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,,Strong (500-579),Electric / Dragon,True,70.3,67.5,Average
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,,Strong (500-579),Electric / Ice,True,76.3,73.0,Slow
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,,Strong (500-579),Water / Dragon,True,56.3,78.9,Average
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,,Strong (500-579),Water / Ice,True,63.3,83.6,Slow
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,,Strong (500-579),Steel / Dragon,True,89.0,59.199999999999996,Average
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,,Very Weak (<300),Dragon / Ghost,True,16.6,0.6,Average
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,,Average (400-499),Dragon / Ghost,True,41.6,25.3,Fast
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,,Very Strong (580-699),Dragon / Ghost,True,90.4,60.5,Very Fast
888,Zacian,Fairy,Steel,700,92,150,115,80,115,148,Crowned Sword,Very Strong (580-699),Fairy / Steel,True,92.7,95.1,Very Fast
888,Zacian,Fairy,,660,92,120,115,80,115,138,Hero of Many Battles,Very Strong (580-699),Fairy,False,82.69999999999999,95.1,Very Fast
889,Zamazenta,Fighting,Steel,700,92,120,140,80,140,128,Crowned Shield,Very Strong (580-699),Fighting / Steel,True,82.69999999999999,98.9,Fast
889,Zamazenta,Fighting,,660,92,120,115,80,115,138,Hero of Many Battles,Very Strong (580-699),Fighting,False,82.69999999999999,95.1,Very Fast
890,Eternatus,Poison,Dragon,1125,255,115,250,125,250,130,Eternamax,Legendary (700+),Poison / Dragon,True,94.1,100.0,Fast
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,,Very Strong (580-699),Poison / Dragon,True,92.7,95.89999999999999,Fast
891,Kubfu,Fighting,,385,60,90,60,53,50,72,,Weak (300-399),Fighting,False,44.1,26.900000000000002,Average
892,Urshifu,Fighting,Water,550,100,130,100,63,60,97,Rapid Strike,Strong (500-579),Fighting / Water,True,78.4,73.0,Average
892,Urshifu,Fighting,Dark,550,100,130,100,63,60,97,Single Strike,Strong (500-579),Fighting / Dark,True,78.4,73.0,Average
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,,Very Strong (580-699),Dark / Grass,True,76.3,91.2,Fast
894,Regieleki,Electric,,580,80,100,50,100,50,200,,Strong (500-579),Electric,False,82.69999999999999,31.6,Very Fast
895,Regidrago,Dragon,,580,200,100,50,100,50,80,,Strong (500-579),Dragon,False,82.69999999999999,89.9,Average
896,Glastrier,Ice,,580,100,145,130,65,110,30,,Strong (500-579),Ice,False,87.3,97.1,Very Slow
897,Spectrier,Ghost,,580,100,65,60,145,80,130,,Strong (500-579),Ghost,False,87.3,62.3,Fast
898,Calyrex,Psychic,Ice,680,100,165,150,85,130,50,Ice Rider,Very Strong (580-699),Psychic / Ice,True,95.6,99.2,Slow
898,Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,Shadow Rider,Very Strong (580-699),Psychic / Ghost,True,95.6,83.6,Very Fast
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,,Average (400-499),Psychic / Grass,True,56.3,73.0,Average
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,,Strong (500-579),Normal / Psychic,True,87.3,67.5,Slow
900,Kleavor,Bug,Rock,500,70,130,95,45,75,85,,Average (400-499),Bug / Rock,True,67.0,62.3,Average
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,,Strong (500-579),Ground / Normal,True,74.0,93.5,Slow
903,Sneasler,Poison,Fighting,510,80,130,60,40,80,120,,Strong (500-579),Poison / Fighting,True,63.3,52.2,Fast
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,,Strong (500-579),Dark / Poison,True,70.3,64.9,Average
905,Enamorus,Fairy,Flying,580,74,115,70,135,80,106,Incarnate Form,Strong (500-579),Fairy / Flying,True,95.6,53.900000000000006,Fast
905,Enamorus,Fairy,Flying,580,74,115,110,135,100,46,Therian Form,Strong (500-579),Fairy / Flying,True,95.6,84.6,Slow
906,Sprigatito,Grass,,310,40,61,54,45,45,65,,Weak (300-399),Grass,False,20.4,12.7,Slow
907,Floragato,Grass,,410,61,80,63,60,63,83,,Average (400-499),Grass,False,41.6,34.699999999999996,Average
908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,,Strong (500-579),Grass / Dark,True,77.60000000000001,49.9,Fast
909,Fuecoco,Fire,,310,67,45,59,63,40,36,,Weak (300-399),Fire,False,20.9,24.9,Very Slow
910,Crocalor,Fire,,411,81,55,78,90,58,49,,Average (400-499),Fire,False,46.0,50.1,Slow
911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,,Strong (500-579),Fire / Ghost,True,74.0,82.89999999999999,Slow
912,Quaxly,Water,,310,55,65,45,50,45,50,,Weak (300-399),Water,False,25.7,15.2,Slow
913,Quaxwell,Water,,410,70,85,65,65,60,65,,Average (400-499),Water,False,50.3,39.2,Slow
914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,,Strong (500-579),Water / Fighting,True,85.2,62.3,Average
915,Lechonk,Normal,,254,54,45,40,35,45,35,,Very Weak (<300),Normal,False,6.5,12.7,Very Slow
916,Oinkologne,Normal,,489,115,90,70,59,90,65,Female,Average (400-499),Normal,False,48.699999999999996,81.8,Slow
916,Oinkologne,Normal,,489,110,100,75,59,80,65,Male,Average (400-499),Normal,False,55.00000000000001,76.1,Slow
917,Tarountula,Bug,,210,35,41,45,29,40,20,,Very Weak (<300),Bug,False,4.3,6.1,Very Slow
918,Spidops,Bug,,404,60,79,92,52,86,35,,Average (400-499),Bug,False,36.0,60.5,Very Slow
919,Nymble,Bug,,210,33,46,40,21,25,45,,Very Weak (<300),Bug,False,3.5999999999999996,1.7999999999999998,Very Slow
920,Lokix,Bug,Dark,450,71,102,78,52,55,92,,Average (400-499),Bug / Dark,True,52.300000000000004,42.9,Average
921,Pawmi,Electric,,240,45,50,20,40,25,60,,Very Weak (<300),Electric,False,10.8,0.8999999999999999,Slow
922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,,Weak (300-399),Electric / Fighting,True,32.1,13.3,Average
923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,,Average (400-499),Electric / Fighting,True,74.0,41.0,Fast
924,Tandemaus,Normal,,305,50,50,45,40,45,75,,Weak (300-399),Normal,False,10.8,13.3,Average
925,Maushold,Normal,,470,74,75,70,65,75,111,Family of Four,Average (400-499),Normal,False,41.6,50.9,Fast
925,Maushold,Normal,,470,74,75,70,65,75,111,Family of Three,Average (400-499),Normal,False,41.6,50.9,Fast
926,Fidough,Fairy,,312,37,55,70,30,55,65,,Weak (300-399),Fairy,False,8.6,22.8,Slow
927,Dachsbun,Fairy,,477,57,80,115,50,80,95,,Average (400-499),Fairy,False,34.699999999999996,68.89999999999999,Average
928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,,Very Weak (<300),Grass / Normal,True,13.0,12.2,Very Slow
929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,,Weak (300-399),Grass / Normal,True,36.0,36.4,Very Slow
930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,,Strong (500-579),Grass / Normal,True,78.9,82.69999999999999,Very Slow
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,Blue Plumage,Average (400-499),Normal / Flying,True,43.6,33.0,Average
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,Green Plumage,Average (400-499),Normal / Flying,True,43.6,33.0,Average
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,White Plumage,Average (400-499),Normal / Flying,True,43.6,33.0,Average
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,Yellow Plumage,Average (400-499),Normal / Flying,True,43.6,33.0,Average
932,Nacli,Rock,,280,55,55,75,35,35,25,,Very Weak (<300),Rock,False,10.8,24.099999999999998,Very Slow
933,Naclstack,Rock,,355,60,60,100,35,65,35,,Weak (300-399),Rock,False,13.8,54.800000000000004,Very Slow
934,Garganacl,Rock,,500,100,100,130,45,90,35,,Average (400-499),Rock,False,46.0,94.5,Very Slow
935,Charcadet,Fire,,255,40,50,40,50,40,35,,Very Weak (<300),Fire,False,16.6,6.1,Very Slow
936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,,Strong (500-579),Fire / Psychic,True,74.0,76.1,Average
937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,,Strong (500-579),Fire / Ghost,True,74.0,70.39999999999999,Average
938,Tadbulb,Electric,,272,61,31,41,59,35,45,,Very Weak (<300),Electric,False,10.8,12.2,Very Slow
939,Bellibolt,Electric,,495,109,64,91,103,83,45,,Average (400-499),Electric,False,60.9,84.39999999999999,Very Slow
940,Wattrel,Electric,Flying,280,40,40,35,55,40,70,,Very Weak (<300),Electric / Flying,True,13.8,4.6,Slow
941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,,Average (400-499),Electric / Flying,True,67.0,36.4,Fast
942,Maschiff,Dark,,340,60,78,60,40,51,51,,Weak (300-399),Dark,False,27.3,27.900000000000002,Slow
943,Mabosstiff,Dark,,505,80,120,90,60,70,85,,Strong (500-579),Dark,False,70.3,62.3,Average
944,Shroodle,Poison,Normal,290,40,65,35,40,35,75,,Very Weak (<300),Poison / Normal,True,19.400000000000002,3.4000000000000004,Average
945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,,Average (400-499),Poison / Normal,True,67.0,41.0,Fast
946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,,Very Weak (<300),Grass / Ghost,True,22.6,2.8000000000000003,Slow
947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,,Average (400-499),Grass / Ghost,True,79.80000000000001,39.2,Average
948,Toedscool,Ground,Grass,335,40,40,35,50,100,70,,Weak (300-399),Ground / Grass,True,10.8,29.4,Slow
949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,,Strong (500-579),Ground / Grass,True,50.3,76.1,Average
950,Klawf,Rock,,450,70,100,115,35,55,75,,Average (400-499),Rock,False,37.6,62.3,Average
951,Capsakid,Grass,,304,50,62,40,62,40,50,,Weak (300-399),Grass,False,31.3,9.5,Slow
952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,,Average (400-499),Grass / Fire,True,89.60000000000001,39.2,Average
953,Rellor,Bug,,270,41,50,60,31,58,30,,Very Weak (<300),Bug,False,7.6,20.9,Very Slow
954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,,Average (400-499),Bug / Psychic,True,59.5,73.0,Very Slow
955,Flittle,Psychic,,255,30,35,30,55,30,75,,Very Weak (<300),Psychic,False,10.8,0.8999999999999999,Average
956,Espathra,Psychic,,481,95,60,60,101,60,105,,Average (400-499),Psychic,False,57.599999999999994,48.699999999999996,Fast
957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,,Very Weak (<300),Fairy / Steel,True,6.5,20.9,Slow
958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,,Weak (300-399),Fairy / Steel,True,16.6,42.3,Average
959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,,Strong (500-579),Fairy / Steel,True,46.0,77.3,Average
960,Wiglett,Water,,245,10,55,25,35,25,95,,Very Weak (<300),Water,False,10.8,0.1,Average
961,Wugtrio,Water,,425,35,100,50,50,70,120,,Average (400-499),Water,False,50.3,19.7,Fast
962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,,Average (400-499),Flying / Dark,True,58.099999999999994,62.3,Average
963,Finizen,Water,,315,70,45,40,45,40,75,,Weak (300-399),Water,False,10.8,17.599999999999998,Average
964,Palafin,Water,,650,100,160,97,106,87,100,Hero Form,Very Strong (580-699),Water,False,97.8,84.6,Average
964,Palafin,Water,,457,100,70,72,53,62,100,Zero Form,Average (400-499),Water,False,31.1,58.4,Average
965,Varoom,Steel,Poison,300,45,70,63,30,45,47,,Very Weak (<300),Steel / Poison,True,16.6,18.9,Slow
966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,,Average (400-499),Steel / Poison,True,65.7,60.199999999999996,Average
967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,,Strong (500-579),Dragon / Normal,True,70.3,41.0,Fast
968,Orthworm,Steel,,480,70,85,145,60,55,65,,Average (400-499),Steel,False,46.0,78.9,Slow
969,Glimmet,Rock,Poison,350,48,35,42,105,60,60,,Weak (300-399),Rock / Poison,True,41.6,17.599999999999998,Slow
970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,,Strong (500-579),Rock / Poison,True,74.0,69.19999999999999,Average
971,Greavard,Ghost,,290,50,61,60,30,55,34,,Very Weak (<300),Ghost,False,12.3,24.099999999999998,Very Slow
972,Houndstone,Ghost,,488,72,101,100,50,97,68,,Average (400-499),Ghost,False,52.0,77.8,Slow
973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,,Average (400-499),Flying / Fighting,True,76.3,52.2,Average
974,Cetoddle,Ice,,334,108,68,45,30,40,43,,Weak (300-399),Ice,False,15.0,38.1,Very Slow
975,Cetitan,Ice,,521,170,113,65,45,55,73,,Strong (500-579),Ice,False,54.800000000000004,87.0,Average
976,Veluza,Water,Psychic,478,90,102,73,78,65,70,,Average (400-499),Water / Psychic,True,70.3,55.900000000000006,Slow
977,Dondozo,Water,,530,150,100,115,65,65,35,,Strong (500-579),Water,False,59.5,95.89999999999999,Very Slow
978,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,,Average (400-499),Dragon / Water,True,63.3,53.7,Average
